"ASV","DPCoA1","DPCoA2","kingdom","phylum","class","order","family","genus","species"
"ASV_3509",0.190347389158929,-2.01440970032505,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS07",NA,NA,NA
"ASV_540",0.199491014948681,-2.048731061552,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS10",NA,NA,NA
"ASV_3014",0.199019616626415,-2.04332033196943,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS10",NA,NA,NA
"ASV_1733",0.200280629279578,-2.04250527517619,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS10",NA,NA,NA
"ASV_551",0.193129070942926,-2.0580418715195,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__Branch02",NA,NA,NA
"ASV_2654",0.192873800912212,-2.05172581024042,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__Branch02",NA,NA,NA
"ASV_2763",0.19019130043798,-2.01566561126076,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS08",NA,NA,NA
"ASV_456",0.193991888145692,-2.04967083853083,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS02",NA,NA,NA
"ASV_1775",0.1936712186129,-2.04590423948248,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS02",NA,NA,NA
"ASV_2067",0.193867398961508,-2.04535132334599,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS02",NA,NA,NA
"ASV_1729",0.18893484381828,-2.02584029516974,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05",NA,NA,NA
"ASV_2774",0.18914994344153,-2.02486497411924,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05",NA,NA,NA
"ASV_425",0.362912951124785,-2.15294945190762,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_179",0.36486576535627,-2.16432075382675,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_519",0.363651654745191,-2.14964043584373,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_309",0.365743830237468,-2.15778545723575,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_493",0.359364194570044,-2.1557449805975,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_2200",0.358397085119267,-2.151540521907,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_346",0.367571782462868,-2.14863445786981,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_1915",0.358406852528402,-2.15179460604259,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_1669",0.358161896560917,-2.15243692123816,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA
"ASV_2299",0.191343034372354,-2.01609016857075,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis",NA,NA,NA,NA
"ASV_5152",0.165587506265491,-1.98298713793968,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_2411",0.165855655739854,-1.98341026486843,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_3039",0.165570143771978,-1.98342344842622,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_4353",0.165627195239113,-1.98344101720591,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_3519",0.165910406086378,-1.98293787181134,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_1102",0.166586328580234,-1.98384712680806,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_1757",0.165874627241735,-1.98398310900954,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_826",-3.25464988288627,-3.06595631765291,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_344",-3.24739223680503,-3.06220838092139,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_805",-3.25410377294912,-3.06446864084801,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_716",-3.25776313361938,-3.07083819729358,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_420",-3.25549261486656,-3.07340518044204,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_506",-3.2559309771404,-3.0699503833338,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_1419",-3.25723149267975,-3.06724403822237,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_695",-3.25520310358534,-3.06888869127897,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_450",-3.4366320565681,-2.97719088389626,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA
"ASV_1518",-3.43545897972989,-2.98122733864983,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA
"ASV_177",-3.44085327320151,-2.98166529833949,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA
"ASV_473",-3.42537684618833,-2.98570364517503,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__bambusae"
"ASV_1075",-3.4134266967175,-2.99012802586078,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae"
"ASV_496",-3.4147531460225,-2.9902317692335,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae"
"ASV_852",-3.41435300761369,-2.99070588822613,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae"
"ASV_86",-3.3636615231989,-4.08472110118068,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV_197",-3.34948764668632,-4.04446546921862,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV_461",-3.35307257953858,-4.0327979533565,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV_389",-3.35262780374529,-4.03132547492406,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV_37",-3.34012106435634,-4.13234298206051,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV_1288",-3.35170372557144,-4.02488657935718,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV_94",-3.3753570149702,-3.34323840072354,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Magnaporthiopsis",NA
"ASV_2158",-3.33872505704637,-3.16329652063441,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__carneum"
"ASV_54",-3.3138683803624,-3.30760866136864,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__anisopliae"
"ASV_1114",-3.34301815973404,-3.10831376958794,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metacordyceps","s__chlamydosporia"
"ASV_1496",-3.35836934147495,-3.06212633657249,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV_907",-3.34129548798472,-3.09088351889452,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma",NA
"ASV_237",-3.33312453353498,-3.12852383716209,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__viride"
"ASV_390",-3.36595274866129,-3.01969591616024,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Lulworthiaceae","g__Moleospora",NA
"ASV_301",-3.36819145942147,-3.07466324077769,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV_277",-3.35676869277799,-3.0442987443921,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV_1624",-3.35529119456985,-3.02443637847535,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Conlarium",NA
"ASV_1413",-3.35579898989701,-3.0263821636642,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Conlarium",NA
"ASV_850",-3.35462696399247,-3.02584144266086,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Conlarium",NA
"ASV_1877",-3.94061985955356,-2.72485877915916,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"ASV_4237",-3.94180635747268,-2.72309000395789,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Neoidriella","s__desertorum"
"ASV_2",-6.72358667873864,-1.41127307182775,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola"
"ASV_644",-5.11888455843382,-2.20919205090776,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA
"ASV_194",-5.13030103529778,-2.21033345127266,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA
"ASV_5719",-3.94259783859073,-2.7238298820778,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Biscogniauxia",NA
"ASV_1172",-3.94636645025155,-2.70957118530279,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Pestalotiopsis",NA
"ASV_2101",-3.9439772994461,-2.72093284486832,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Neopestalotiopsis",NA
"ASV_2476",-6.64383458345887,-0.514083317892568,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Polyschema","s__sclerotigenum"
"ASV_794",-6.67292458752071,-0.502925280376299,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"ASV_181",-6.71293830427155,-0.495002692216671,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA
"ASV_517",-6.64984922900897,-0.522934512709859,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Drechslera",NA
"ASV_1026",-6.66160380721763,-0.512951479073151,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"ASV_1450",-6.65923326353156,-0.513384226538249,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"ASV_3693",-6.65965339598471,-0.51315532817631,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"ASV_927",-6.66111733158731,-0.518522281422533,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae"
"ASV_583",-6.63128529605749,-0.518931873959262,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__flanaganii"
"ASV_1062",-6.63834459845955,-0.519104336940881,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"ASV_1731",-6.64451918262633,-0.518139255774525,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Corynesporascaceae","g__Corynespora","s__cassiicola"
"ASV_1364",-7.57892663032124,-0.555941257440659,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_17",-7.72986109174583,-0.546435997249152,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_861",-7.58105842466614,-0.557418336340887,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_1193",-7.5801463604753,-0.554463635641665,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_66",-7.62587033464679,-0.540414804345978,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_278",-7.58947460928916,-0.558966880321188,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_518",-7.57634932540544,-0.558973888555598,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_217",-7.59342604782021,-0.561579763467119,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_97",-7.57415604757222,-0.579997664681071,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_246",-7.5907292333988,-0.562105970804287,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_92",-6.71044337659362,-0.642804337460323,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lindgomycetaceae","g__Clohesyomyces",NA
"ASV_402",-6.69733078731629,-0.628076041858421,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lindgomycetaceae","g__Clohesyomyces",NA
"ASV_1129",-7.56461326272551,-0.135860226816599,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_232",-7.55798406906833,-0.139025465223687,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_639",-7.56724547538516,-0.135434443704952,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_624",-7.57038783892668,-0.135763998986331,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_83",-7.60400424740742,-0.12980565091272,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_399",-7.57307648918633,-0.132479051863598,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_407",-7.56348234424785,-0.1362594277733,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1670",-7.56532251942756,-0.135835643152672,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_593",-7.57016282837623,-0.134083763801761,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_153",-7.5603687110336,-0.149534329111926,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_144",-7.58826784935852,-0.129028447034202,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_666",-7.56479861735655,-0.138743202461013,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_2277",-7.56539252139073,-0.135520548901649,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1595",-7.5669586771613,-0.134711183029392,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_777",-7.56813040043744,-0.134056363381849,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_204",-7.58194354923123,-0.137485456163888,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_492",-7.57145609501808,-0.133776138433651,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_20",-7.70597551299071,-0.0267176410966094,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_454",-7.55891320825827,-0.133915843778956,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1147",-7.56521515190097,-0.136587527162137,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_373",-7.57252989181622,-0.131745473975258,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_410",-7.56410855598063,-0.139837057816874,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_3031",-7.5653007474597,-0.135085462703261,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1206",-7.56756733127495,-0.132800691089622,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_804",-7.5678548307412,-0.134262404971412,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_107",-6.68310304860052,-0.830322065761712,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides"
"ASV_191",-6.68033966098233,-0.815266550842911,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides"
"ASV_240",-6.68306612268563,-0.813857812754056,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides"
"ASV_235",-6.71129582439931,-0.552917082624139,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella",NA
"ASV_161",-6.70617048710791,-0.543451349655529,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__tabarestanensis"
"ASV_827",-6.68779164596201,-0.541778531064324,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora"
"ASV_828",-6.68988759369655,-0.534643944086611,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora"
"ASV_102",-6.75772461149748,-0.523982190571329,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis",NA
"ASV_137",-6.59515004885994,-0.670041100819453,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA
"ASV_80",-6.58235324874595,-0.669511816260207,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA
"ASV_1509",-6.64554334120825,-0.516408357592324,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Tetraplosphaeriaceae",NA,NA
"ASV_891",-6.64712776602332,-0.528923063682209,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Tetraplosphaeriaceae","g__Tetraplosphaeria",NA
"ASV_562",-7.15785951093871,-0.309572430140646,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola"
"ASV_646",-7.1572492117623,-0.308760240916327,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola"
"ASV_24",-8.04062935246163,0.0785407084171296,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_170",-7.94532345981391,0.0262414527192215,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_58",-7.98310135845726,0.0555715127881405,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_313",-7.93735616492171,0.021447008567068,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_393",-7.93536454011721,0.0208441381765545,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_52",-7.99212413773485,0.0148134719808199,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_71",-7.77456584591894,0.00110049480249035,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_744",-7.73258657179812,-0.0141369608482341,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_600",-7.73247206948501,-0.0155867415047981,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_22",-7.85279008161766,0.0507288259548061,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_256",-7.74114208656602,-0.0173799858010918,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_225",-7.74191738246554,-0.00758802402430825,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_533",-6.95010557245439,0.128976712551632,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__biglobosus"
"ASV_7",-8.13716462881177,2.75144530854152,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA
"ASV_64",-7.93241415822746,2.25038445325864,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA
"ASV_2132",-5.34035968888519,-1.34910225682008,"k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_1035",-5.33222441411094,-1.34170922179818,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Macrophomina","s__phaseolina"
"ASV_1180",-5.33452757889807,-1.34097712434687,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae",NA,NA
"ASV_690",-5.33534378321518,-1.38059258621692,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales",NA,NA,NA
"ASV_2341",-5.34122712117886,-1.34794943087424,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium","s__constrictum"
"ASV_6",-8.76502659228056,-0.202070629611236,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica"
"ASV_327",-6.96637947339966,-0.551384374675965,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV_727",-6.69854790423476,-0.612261933235786,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA
"ASV_53",-6.7493200955839,-0.607885281636343,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA
"ASV_349",-6.48453306962527,-0.586860027898134,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_735",-6.51147190476093,-0.607729799988635,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena"
"ASV_1709",-6.50914504007908,-0.609444152701871,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena"
"ASV_272",-6.53242529733127,-0.591412143901269,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia",NA
"ASV_4",-9.01207009903768,2.08154897562454,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA
"ASV_157",-6.7724433060779,-0.407663732264829,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"ASV_91",-6.78499585824424,-0.383150682457403,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"ASV_81",-6.77841971075768,-0.371654590422478,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"ASV_39",-5.76284562603099,-1.29149782851765,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Aureobasidium","s__pullulans"
"ASV_187",-2.74608261033954,-2.89539795848963,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__saturnus"
"ASV_2280",-2.81368400439971,-2.885185309999,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae",NA,NA
"ASV_789",-2.81056180045369,-2.90012418616148,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Lipomyces","s__starkeyi"
"ASV_2896",-2.81388303692244,-2.89545008447768,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV_2024",-2.81405233380975,-2.89602273692009,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV_2437",-2.81406220427987,-2.89707519340362,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
