"ASV","DPCoA1","DPCoA2","kingdom","phylum","class","order","family","genus","species"
"ASV_4694",0.187271468170278,-2.02797348577335,"k__Fungi","p__Chytridiomycota","c__Lobulomycetes","o__Lobulomycetales","f__Lobulomycetaceae","g__Lobulomyces","s__poculatus"
"ASV_303",0.263604782577315,-2.11810920860822,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium","s__littoreum"
"ASV_431",0.261391040060598,-2.1471475347053,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium","s__brooksianum"
"ASV_193",0.265565314047797,-2.14993716755665,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium","s__brooksianum"
"ASV_5257",0.207738249127558,-2.06262645086795,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Chytridiales","f__Chytridiaceae",NA,NA
"ASV_2363",0.212111054136322,-2.07227252986938,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes",NA,NA,NA,NA
"ASV_1308",0.212746942944634,-2.07260353299228,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes",NA,NA,NA,NA
"ASV_1068",0.23917327905912,-2.13882636360931,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus"
"ASV_629",0.240957488031402,-2.1399573701661,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus"
"ASV_296",0.240912160207775,-2.14669207727646,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus"
"ASV_1267",0.229820526297823,-2.1131749193652,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__pseudodichotomus"
"ASV_1537",0.228221920583864,-2.09803227504097,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA
"ASV_2539",0.227770706546801,-2.09792485573442,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA
"ASV_2775",0.227807958259492,-2.09781575891455,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA
"ASV_3308",0.227531054294518,-2.0979012524709,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA
"ASV_2472",0.119017684027791,-1.91388403352912,"k__Fungi","p__Blastocladiomycota",NA,NA,NA,NA,NA
"ASV_2089",0.119415359214631,-1.91396777558401,"k__Fungi","p__Blastocladiomycota",NA,NA,NA,NA,NA
"ASV_4060",0.167977827761921,-2.03713358167897,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_5277",0.167736579316142,-2.03730734264252,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_686",0.168551311540682,-2.04063584834021,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_2273",0.168299394274442,-2.03723288617736,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2030",0.168277386633509,-2.03738855775006,"k__Fungi","p__Zoopagomycota",NA,NA,NA,NA,NA
"ASV_1640",0.168346858362393,-2.0376759117591,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_3099",0.167706380715717,-2.03772109419449,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1596",0.168117565438182,-2.03789712205359,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_1536",0.16796239974435,-2.03808331680981,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_4425",0.167500422362514,-2.03676856598476,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2128",0.168104578991952,-2.0375148223845,"k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4536",0.167755934883951,-2.03735143026279,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_2973",0.1678426560046,-2.03764315505257,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_3323",0.167926473244856,-2.03733369631933,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_336",0.169788376306018,-2.04298706461889,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_699",0.168368685506151,-2.04049571559827,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_6526",0.167764744400532,-2.03718290616532,"k__Fungi","p__Basidiobolomycota",NA,NA,NA,NA,NA
"ASV_1898",0.168239141962785,-2.03756366662517,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_2573",0.168144147828144,-2.03731244296175,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_3971",0.167776595610931,-2.03740351555504,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_4397",0.167815707810789,-2.03729462921751,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV_5935",0.167789884880055,-2.03717702226284,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_4145",0.167909771324885,-2.0372325878432,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_3265",0.124953040151263,-1.95126297483495,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__minutus"
"ASV_521",0.129486390629668,-1.96850093706492,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__moelleri"
"ASV_2213",0.122798631110629,-1.94684926519691,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Zygorhynchus",NA
"ASV_2959",0.120651623310658,-1.94109550033496,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Gongronella",NA
"ASV_4350",0.12052672434902,-1.94030927424225,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Cunninghamella","s__elegans"
"ASV_4007",0.119076144566551,-1.93778656086775,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Choanephoraceae","g__Blakeslea","s__trispora"
"ASV_807",0.126816865288934,-1.97707138047633,"k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis",NA
"ASV_1176",0.126742858493356,-1.97155693353507,"k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis",NA
"ASV_4392",0.123148392852973,-1.95563628577978,"k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis","s__vinacea"
"ASV_6500",0.490224358741173,-3.51532465063768,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae","g__Gigaspora",NA
"ASV_4320",0.490276944053014,-3.51539037242698,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae","g__Gigaspora",NA
"ASV_2252",0.490604166235269,-3.51806641052816,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae","g__Scutellospora","s__heterogama"
"ASV_2206",0.492034130040907,-3.51784373617566,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae",NA,NA
"ASV_2212",0.4906421915639,-3.52309330849149,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae","g__Cetraspora",NA
"ASV_2017",0.490596220341746,-3.52350482501648,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae","g__Cetraspora",NA
"ASV_814",0.504806266694312,-3.5832314926429,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA
"ASV_1834",0.506824835611491,-3.58246879747506,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae","g__Corymbiglomus","s__corymbiforme"
"ASV_3326",0.506548254998346,-3.58151278383884,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae","g__Corymbiglomus","s__corymbiforme"
"ASV_1297",0.51004062944553,-3.62601682651986,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_1071",0.509912373971591,-3.62735722671841,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_2436",0.510073346127937,-3.62383611229247,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_502",0.510331964234555,-3.6331267549385,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_1198",0.550629043416343,-3.6682029947087,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_1880",0.550642995282062,-3.66704115134214,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_608",0.553043612833162,-3.66833285699767,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_1808",0.550691740134366,-3.66706310659261,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_451",0.551483706990121,-3.6717478667695,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_2486",0.550619733758078,-3.6668855244507,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_628",0.552379650498412,-3.66935329214697,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_926",0.550922294652335,-3.6685609969562,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_1828",0.55075543460945,-3.66695771021271,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_995",0.551227001475517,-3.66791473874644,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_812",0.550691347188874,-3.67039078139323,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_1368",0.551434486275178,-3.66682372365713,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_822",0.551699465182807,-3.66812509220444,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_1717",0.550908513544196,-3.66700171513652,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_1917",0.5507105626752,-3.66754926553025,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_2550",0.550594373151588,-3.66715580125682,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV_567",0.769618682619867,-4.87096746159094,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Kamienskia",NA
"ASV_527",0.769492120932839,-4.87239781752693,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Kamienskia",NA
"ASV_134",0.781940299575342,-4.92093228283091,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Kamienskia","s__divaricata"
"ASV_561",0.987281987608552,-5.88717575092005,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_363",0.987640602596449,-5.89827085310766,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1038",0.989552326800047,-5.87943620249347,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_755",0.988357527795818,-5.88391801527,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_942",0.990511193192631,-5.87791965253234,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_391",0.987485043602613,-5.89683885072511,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1391",0.98740287502419,-5.88179330605844,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_468",0.987318087120134,-5.88910587626726,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_592",0.987605212133142,-5.88655749319023,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_999",0.98755023964525,-5.88396299310245,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_750",0.98790761061075,-5.8832964607687,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2137",0.986780211679552,-5.8814846926486,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1862",0.987019839761293,-5.88150080733796,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1428",0.987101797221686,-5.88237692830241,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_658",0.987383574759461,-5.88809550158666,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_610",0.986971133169263,-5.88735000806515,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1052",0.987581123293421,-5.88325097402142,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_711",0.988017552146992,-5.88687495816354,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_834",0.989418212796344,-5.88120235555615,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1510",0.987382324517743,-5.8815571231392,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1932",0.98743406080845,-5.88085362772189,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1157",0.987960268745782,-5.88205457059008,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_714",0.987399118909507,-5.88551116356779,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_314",0.988295957504069,-5.89381807580944,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1004",0.987565451725887,-5.88338857916891,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1273",0.987405451777957,-5.88233334853627,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2413",0.987129938763551,-5.88088563223374,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2394",0.987273842299345,-5.88058397420967,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_3577",0.986800797359395,-5.88088937807475,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_683",0.987983040659421,-5.88453253909322,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2077",0.986749303212303,-5.88211412650225,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1454",0.988042476111223,-5.88055683424139,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1396",0.987083241622496,-5.88254325527814,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_324",0.989245508644663,-5.89707029813812,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_882",0.986408264677757,-5.88491531439821,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2183",0.986728791101184,-5.88218927260484,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2563",0.986572303980882,-5.88145405941812,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_943",0.986875397086222,-5.88461367764334,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_713",0.987679173909057,-5.88585755531592,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1282",0.988683154602379,-5.87993735698264,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1233",0.986760360534286,-5.88372846861158,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_790",0.989263026844317,-5.88246879432809,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1072",0.986371815176258,-5.88402882205795,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_448",0.987798845692464,-5.8889031902117,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_297",0.989482108013973,-5.89871488957402,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_250",0.988185815006525,-5.90721491488542,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_956",0.989890778394275,-5.87923385052872,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2385",0.987008751079162,-5.88124157711417,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1115",0.987670078182875,-5.88248004261927,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1424",0.986713436713922,-5.8827812890555,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1846",0.986782512360664,-5.88185167167293,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1645",0.986885523398762,-5.88222718645033,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_692",0.987913614160299,-5.88423994247327,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_209",0.989007305926891,-5.90117157974885,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_893",0.987220025911308,-5.8834947477091,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1008",0.987395603061054,-5.88381918062949,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2649",0.986945431776767,-5.88101889372681,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_957",0.987215983430741,-5.88466380680242,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_811",0.987776113922454,-5.8852154129557,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_883",0.987418461508811,-5.88405641313252,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_258",0.989980991154575,-5.89989343631705,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1323",0.986877078004394,-5.88250895539745,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_930",0.987372766109288,-5.88403850014931,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_574",0.987886288074699,-5.88961607659319,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1550",0.986657142921312,-5.8822547696519,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_601",0.987568373945108,-5.88596173395469,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_985",0.986618273879733,-5.8888805996581,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_924",0.989705591231848,-5.87984057761969,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_3357",0.986636860867174,-5.8810535223784,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_654",0.98841279547914,-5.88471829082163,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_457",0.988049932980765,-5.89150043509672,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_701",0.985947729232785,-5.88692299527635,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1030",0.987307610593417,-5.88346692943928,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1666",0.986727740013613,-5.88259508307018,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1460",0.987066134557129,-5.88236955623168,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_568",0.988953138531956,-5.88773949261819,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_778",0.987037375451978,-5.88559391625673,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_1002",0.987144142296218,-5.88373611291713,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV_2346",0.757810051600187,-4.80341845596312,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Dominikia",NA
"ASV_598",0.794448595873931,-5.09765381852951,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_430",0.79484938481102,-5.10229710700592,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_739",0.794366598245693,-5.0979712661047,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_636",0.794124342784885,-5.09991377762353,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_1200",0.795163607445082,-5.09348684446122,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_785",0.795003103842674,-5.09658250979427,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_379",0.793861978489397,-5.10635334383514,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_1605",0.79367676718497,-5.09380453238119,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_843",0.793790458422805,-5.09716646059182,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_620",0.796094583984275,-5.09637426456682,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_949",0.794477287768863,-5.09629251834006,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_1001",0.794044087419571,-5.09518941169564,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_679",0.796323361847745,-5.09576761379392,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_631",0.794448447763724,-5.09912342228537,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV_553",0.788946967309643,-5.02703859211697,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices"
"ASV_213",0.791783922412007,-5.03917690364463,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices"
"ASV_1138",0.789386376992593,-5.02047126130045,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices"
"ASV_395",0.789904344643771,-5.02987589530526,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices"
"ASV_319",0.776610103270837,-5.02367142790878,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__irregularis"
