"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"1330","stand.age.yrs.num","ASV_273",-1.7089395156698,0.014,0.986,TRUE,"negative"," 4.7478299","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"1331","stand.age.yrs.num","ASV_359",-1.69193471229781,0.00075,0.99925,TRUE,"negative","-5.6925902","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata","Presence"
"1332","stand.age.yrs.num","ASV_1550",-1.68703609325297,0.00875,0.99125,TRUE,"negative","-4.7428776","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1333","stand.age.yrs.num","ASV_914",-1.65708689182919,0.0085,0.9915,TRUE,"negative","-5.8935877","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1334","stand.age.yrs.num","ASV_2922",-1.65540092709416,0.018,0.982,TRUE,"negative","-4.6409646","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus","s__viscosum","Presence"
"1335","stand.age.yrs.num","ASV_158",-1.65370749509775,0.00375,0.99625,TRUE,"negative","-1.2954444","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1336","stand.age.yrs.num","ASV_550",-1.63938563580992,0.00075,0.99925,TRUE,"negative"," 0.8359744","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis","g__Minimedusa","s__polyspora","Presence"
"1337","stand.age.yrs.num","ASV_248",-1.63227961776249,0.00025,0.99975,TRUE,"negative","-5.6373354","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia",NA,"Presence"
"1338","stand.age.yrs.num","ASV_2486",-1.62559127364208,0.00925,0.99075,TRUE,"negative","-4.6708317","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"1339","stand.age.yrs.num","ASV_4268",-1.60441544213293,0.00925,0.99075,TRUE,"negative","-5.6078350","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"1340","stand.age.yrs.num","ASV_277",-1.60174734681287,0.00675,0.99325,TRUE,"negative","-5.9824025","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA,"Presence"
"1341","stand.age.yrs.num","ASV_15",-1.58967872798044,0.005,0.995,TRUE,"negative","-5.6311048","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"1342","stand.age.yrs.num","ASV_298",-1.58377790518836,0.01275,0.98725,TRUE,"negative","-6.6389852","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1343","stand.age.yrs.num","ASV_241",-1.57933555501303,0.005,0.995,TRUE,"negative","-4.3153137","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1344","stand.age.yrs.num","ASV_390",-1.57167127647223,0.0085,0.9915,TRUE,"negative","-5.9076421","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Lulworthiaceae","g__Moleospora",NA,"Presence"
"1345","stand.age.yrs.num","ASV_110",-1.56647599993929,0.01275,0.98725,TRUE,"negative","-5.8945241","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1346","stand.age.yrs.num","ASV_4596",-1.54262556588137,0.00725,0.99275,TRUE,"negative","-6.6333509","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1347","stand.age.yrs.num","ASV_1288",-1.53314461563221,0.01575,0.98425,TRUE,"negative","-6.2246404","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,"Presence"
"1348","stand.age.yrs.num","ASV_119",-1.52972676257852,0.003,0.997,TRUE,"negative","-1.3071929","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1349","stand.age.yrs.num","ASV_175",-1.52447637673614,0.02125,0.97875,TRUE,"negative","-5.8996341","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1350","stand.age.yrs.num","ASV_907",-1.52283356218991,0.0105,0.9895,TRUE,"negative","-5.9875983","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma",NA,"Presence"
"1351","stand.age.yrs.num","ASV_2264",-1.52089562897667,0.003,0.997,TRUE,"negative","-4.4356353","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"1352","stand.age.yrs.num","ASV_1424",-1.51801946196618,0.01875,0.98125,TRUE,"negative","-4.7423037","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1353","stand.age.yrs.num","ASV_554",-1.51775898658328,0.00925,0.99075,TRUE,"negative","-4.3113242","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1354","stand.age.yrs.num","ASV_4237",-1.51649612671667,0.03675,0.96325,TRUE,"negative","-5.8315623","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Neoidriella","s__desertorum","Presence"
"1355","stand.age.yrs.num","ASV_603",-1.51514106890048,0.02375,0.97625,TRUE,"negative"," 1.0294391","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA,"Presence"
"1356","stand.age.yrs.num","ASV_765",-1.50719142820976,0.01375,0.98625,TRUE,"negative","-5.5695891","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,"Presence"
"1357","stand.age.yrs.num","ASV_232",-1.49409699346903,0.00575,0.99425,TRUE,"negative","-6.7284626","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1358","stand.age.yrs.num","ASV_930",-1.4938322530358,0.01475,0.98525,TRUE,"negative","-4.7406223","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1359","stand.age.yrs.num","ASV_747",-1.49348069879587,0.00875,0.99125,TRUE,"negative","-5.0745611","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"1360","stand.age.yrs.num","ASV_70",-1.48756765996161,0.02175,0.97825,TRUE,"negative"," 1.1601871","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Vararia",NA,"Presence"
"1361","stand.age.yrs.num","ASV_3357",-1.47190437136995,0.03275,0.96725,TRUE,"negative","-4.7405901","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1362","stand.age.yrs.num","ASV_296",-1.46596100892142,0.00575,0.99425,TRUE,"negative","-4.5648234","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus","Presence"
"1363","stand.age.yrs.num","ASV_734",-1.46407066884303,0.02125,0.97875,TRUE,"negative","-4.7578637","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"1364","stand.age.yrs.num","ASV_505",-1.4583127174072,0.0325,0.9675,TRUE,"negative","-5.8990248","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1365","stand.age.yrs.num","ASV_631",-1.42827759233012,0.029,0.971,TRUE,"negative","-4.6551754","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,"Presence"
"1366","stand.age.yrs.num","ASV_145",-1.42402869439827,0.01375,0.98625,TRUE,"negative","-6.9885055","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Pseudaleuria",NA,"Presence"
"1367","stand.age.yrs.num","ASV_531",-1.40623463927646,0.02125,0.97875,TRUE,"negative","-5.4724106","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__livistonae","Presence"
"1368","stand.age.yrs.num","ASV_40",-1.40162140939576,0.01575,0.98425,TRUE,"negative"," 4.8435800","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Clitocybe","s__ulmicola","Presence"
"1369","stand.age.yrs.num","ASV_1677",-1.39886002069175,0.01025,0.98975,TRUE,"negative","-6.6345906","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1370","stand.age.yrs.num","ASV_1846",-1.38271841771295,0.03625,0.96375,TRUE,"negative","-4.7404741","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1371","stand.age.yrs.num","ASV_410",-1.37702321704325,0.0175,0.9825,TRUE,"negative","-6.7359130","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1372","stand.age.yrs.num","ASV_5166",-1.37441520680867,0.019,0.981,TRUE,"negative","-5.1010470","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1373","stand.age.yrs.num","ASV_1204",-1.37332389069061,0.0225,0.9775,TRUE,"negative","-5.5717071","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA,"Presence"
"1374","stand.age.yrs.num","ASV_637",-1.37231521347526,0.02025,0.97975,TRUE,"negative","-4.3108406","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1375","stand.age.yrs.num","ASV_1991",-1.35985805905386,0.0165,0.9835,TRUE,"negative","-4.7043927","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum","Presence"
"1376","stand.age.yrs.num","ASV_1898",-1.35788536252894,0.02375,0.97625,TRUE,"negative","-5.1022704","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1377","stand.age.yrs.num","ASV_1109",-1.35117858622655,0.03775,0.96225,TRUE,"negative","-4.7221158","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum","Presence"
"1378","stand.age.yrs.num","ASV_893",-1.34801409217061,0.033,0.967,TRUE,"negative","-4.7432877","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1379","stand.age.yrs.num","ASV_330",-1.33595187401073,0.0095,0.9905,TRUE,"negative","-6.4864068","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA,"Presence"
"1380","stand.age.yrs.num","ASV_2573",-1.32744903939043,0.02575,0.97425,TRUE,"negative","-5.1011044","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1381","stand.age.yrs.num","ASV_252",-1.31838527037021,0.023,0.977,TRUE,"negative"," 0.9379174","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA,"Presence"
"1382","stand.age.yrs.num","ASV_402",-1.30711286526363,0.02325,0.97675,TRUE,"negative","-6.4665115","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lindgomycetaceae","g__Clohesyomyces",NA,"Presence"
"1383","stand.age.yrs.num","ASV_1355",-1.30515585182532,0.01525,0.98475,TRUE,"negative","-4.7591368","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"1384","stand.age.yrs.num","ASV_1368",-1.30265929939336,0.02975,0.97025,TRUE,"negative","-4.6692913","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"1385","stand.age.yrs.num","ASV_3443",-1.28995436131802,0.02425,0.97575,TRUE,"negative","-4.2969566","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1386","stand.age.yrs.num","ASV_1465",-1.28781858138239,0.02475,0.97525,TRUE,"negative","-5.1019257","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1387","stand.age.yrs.num","ASV_1275",-1.28577997026585,0.03575,0.96425,TRUE,"negative","-6.6316833","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1388","stand.age.yrs.num","ASV_665",-1.28177514496977,0.0315,0.9685,TRUE,"negative","-4.3116792","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1389","stand.age.yrs.num","ASV_59",-1.2815105807091,0.044,0.956,TRUE,"negative"," 1.1464615","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae",NA,NA,"Presence"
"1390","stand.age.yrs.num","ASV_778",-1.2772803588279,0.0375,0.9625,TRUE,"negative","-4.7406280","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1391","stand.age.yrs.num","ASV_1104",-1.26668214509396,0.04875,0.95125,TRUE,"negative","-4.3133825","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1392","stand.age.yrs.num","ASV_561",-1.26068360780186,0.0225,0.9775,TRUE,"negative","-4.7450772","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1393","stand.age.yrs.num","ASV_2217",-1.25997798150621,0.036,0.964,TRUE,"negative","-1.2481838","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1394","stand.age.yrs.num","ASV_852",-1.25381720711019,0.01125,0.98875,TRUE,"negative","-5.8699904","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"1395","stand.age.yrs.num","ASV_301",-1.24563029448981,0.03725,0.96275,TRUE,"negative","-5.8578576","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA,"Presence"
"1396","stand.age.yrs.num","ASV_3464",-1.24364370333044,0.04925,0.95075,TRUE,"negative","-4.3111328","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1397","stand.age.yrs.num","ASV_629",-1.23197014740144,0.032,0.968,TRUE,"negative","-4.5480655","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus","Presence"
"1398","stand.age.yrs.num","ASV_1134",-1.21932060419513,0.027,0.973,TRUE,"negative","-4.4251351","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__punctatus","Presence"
"1399","stand.age.yrs.num","ASV_424",-1.21505244371772,0.04625,0.95375,TRUE,"negative"," 0.6101140","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA,"Presence"
"1400","stand.age.yrs.num","ASV_2118",-1.20942579314577,0.03225,0.96775,TRUE,"negative"," 0.6233466","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA,"Presence"
"1401","stand.age.yrs.num","ASV_45",-1.19476720709175,0.0055,0.9945,TRUE,"negative","-1.3530494","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1402","stand.age.yrs.num","ASV_49",-1.19015764170411,0.02425,0.97575,TRUE,"negative"," 5.5966674","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycena",NA,"Presence"
"1403","stand.age.yrs.num","ASV_2196",-1.17737417777489,0.02175,0.97825,TRUE,"negative","-6.6349354","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1404","stand.age.yrs.num","ASV_101",-1.17293717620982,0.0225,0.9775,TRUE,"negative","-1.3129447","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1405","stand.age.yrs.num","ASV_231",-1.16641741235793,0.02125,0.97875,TRUE,"negative","-5.0789965","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"1406","stand.age.yrs.num","ASV_450",-1.16188594376581,0.02525,0.97475,TRUE,"negative","-5.8821299","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"1407","stand.age.yrs.num","ASV_169",-1.15976978976434,0.044,0.956,TRUE,"negative","-5.8980725","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1408","stand.age.yrs.num","ASV_220",-1.14820400437261,0.0155,0.9845,TRUE,"negative","-5.5079651","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina","Presence"
"1409","stand.age.yrs.num","ASV_517",-1.14160917930822,0.0395,0.9605,TRUE,"negative","-6.3875889","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Drechslera",NA,"Presence"
"1410","stand.age.yrs.num","ASV_623",-1.12162327585366,0.03875,0.96125,TRUE,"negative","-4.3168850","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1411","stand.age.yrs.num","ASV_137",-1.11450134945018,0.017,0.983,TRUE,"negative","-6.8541596","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA,"Presence"
"1412","stand.age.yrs.num","ASV_4430",-1.10316534643153,0.045,0.955,TRUE,"negative","-4.4215101","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA,"Presence"
"1413","stand.age.yrs.num","ASV_2101",-1.09958548937493,0.03975,0.96025,TRUE,"negative","-5.8357116","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Neopestalotiopsis",NA,"Presence"
"1414","stand.age.yrs.num","ASV_446",-1.09725412828753,0.04775,0.95225,TRUE,"negative"," 0.9386762","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA,"Presence"
"1415","stand.age.yrs.num","ASV_604",-1.0726821729176,0.03625,0.96375,TRUE,"negative"," 5.6259958","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA,"Presence"
"1416","stand.age.yrs.num","ASV_1117",-1.0654014198404,0.038,0.962,TRUE,"negative","-3.9984208","k__Fungi","p__Entorrhizomycota","c__Entorrhizomycetes","o__Entorrhizales","f__Entorrhizaceae","g__Entorrhiza","s__tenuis","Presence"
"1417","stand.age.yrs.num","ASV_264",-1.06194007106429,0.038,0.962,TRUE,"negative","-4.2383319","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,"Presence"
"1418","stand.age.yrs.num","ASV_3099",-1.02594261351267,0.03775,0.96225,TRUE,"negative","-6.6341710","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1419","stand.age.yrs.num","ASV_42",-1.02353819702692,0.028,0.972,TRUE,"negative","-1.4032218","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1420","stand.age.yrs.num","ASV_2",-1.02338111326038,0.03525,0.96475,TRUE,"negative","-5.9445855","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Presence"
"1421","stand.age.yrs.num","ASV_213",-0.981130862625259,0.033,0.967,TRUE,"negative","-4.6449580","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices","Presence"
"1422","stand.age.yrs.num","ASV_1129",-0.964591330274968,0.03975,0.96025,TRUE,"negative","-6.7179438","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1423","stand.age.yrs.num","ASV_80",-0.959981546385719,0.0245,0.9755,TRUE,"negative","-6.8339048","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA,"Presence"
"1424","stand.age.yrs.num","ASV_153",-0.884657243812828,0.03975,0.96025,TRUE,"negative","-6.7622539","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1425","stand.age.yrs.num","ASV_56",-0.854991391141908,0.0385,0.9615,TRUE,"negative","-1.8682232","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__podzolica","Presence"
"1426","stand.age.yrs.num","ASV_177",-0.828448383891644,0.03275,0.96725,TRUE,"negative","-5.8859294","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"1427","stand.age.yrs.num","ASV_521",0.839672495431396,0.95925,0.04075,TRUE,"positive","-3.9960854","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__moelleri","Presence"
"1428","stand.age.yrs.num","ASV_473",0.841779525959613,0.959,0.041,TRUE,"positive","-5.8738932","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__bambusae","Presence"
"1429","stand.age.yrs.num","ASV_187",0.893724800447209,0.9705,0.0295,TRUE,"positive","-5.3979946","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__saturnus","Presence"
"1430","stand.age.yrs.num","ASV_523",0.89821253946139,0.96925,0.03075,TRUE,"positive","-4.4440577","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"1431","stand.age.yrs.num","ASV_120",0.919256906459058,0.9655,0.0345,TRUE,"positive","-5.8119577","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA,"Presence"
"1432","stand.age.yrs.num","ASV_1537",0.964974806552623,0.98,0.02,TRUE,"positive","-4.4511606","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,"Presence"
"1433","stand.age.yrs.num","ASV_188",1.03510756893202,0.968,0.032,TRUE,"positive","-1.7357989","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma",NA,"Presence"
"1434","stand.age.yrs.num","ASV_26",1.05267336298124,0.96425,0.03575,TRUE,"positive"," 0.8483543","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales",NA,NA,NA,"Presence"
