"","sample.name.match","Site","SiteSamp","Axis1","MAP.mm","ph","P","K","Cu","Mn","Zn","TIN","perc.C","perc.sand","max.height.m","stand.age.yrs.num"
"L30","L30","CGF-MXG-PRO","CGF-MXG-PRO-6",4.49655972989282,6.0937909209952,1.65069551777434,1.28065546061773,1.96604571060381,0.707517413018269,0.970759837900126,0.762118483907858,0.494252569254128,-1.35870012232674,-0.388468948148159,1.34939759036145,0.985499489933852
"L29","L29","CGF-MXG-PRO","CGF-MXG-PRO-5",4.25157662020095,6.0937909209952,1.6661514683153,1.06288619367372,1.62916991395117,0.62810807830157,0.928714433710264,0.755727797111368,0.550827293567771,-1.33238111588192,-0.238167346408172,1.12650602409639,0.985499489933852
"L62","L62","LWR-BHO-NCS","LWR-BHO-NCS-6",0.610434130544813,6.41772151898735,1.91499227202473,1.52443698931196,1.95704020426326,0.339557910666702,0.669568940931199,0.744531273066494,0.469510468620495,-1.30613932140101,0.361806192757728,1.43373493975904,0.954745647813834
"L27","L27","CGF-MXG-PRO","CGF-MXG-PRO-3",4.05128548273939,6.0937909209952,1.64605873261206,1.29309598375071,2.00826001254869,0.710301324852992,0.960551846957127,0.795947123315905,0.466120869062795,-1.31900827419145,-0.226844558671546,1.26506024096386,0.985499489933852
"L2","L2","BRF-ONE-COM","BRF-ONE-COM-2",4.24785312498074,6.38007420340463,1.73724884080371,0.714228426838624,1.57866085071707,0.192166683169244,0.690527867082288,0.559154721044453,0.626245507666829,-1.45828781209915,0.185752958832797,1.34939759036145,0.688426084465051
"L64","L64","LWR-BHO-NCS","LWR-BHO-NCS-8",-4.18753571889297,6.41772151898735,1.89799072642968,1.59562580889934,1.84001030692278,0.275399575189262,0.63659148272903,0.702010899302071,0.380760871171047,-1.4234330824518,0.293567902245182,1.25301204819277,0.954745647813834
"L83","L83","OTO-MXT-NCD","OTO-MXT-NCD-2",2.97132260265718,6.15206241815801,1.67851622874807,1.23007203976432,1.56848989214465,0.13367437074177,0.302423491696758,0.426795573746664,0.32543407636174,-1.58755606816016,0.146759216579349,1.10843373493976,0.798958690046365
"L56","L56","LCO-MXT-COM","LCO-MXT-COM-8",-7.8612452943549,6.8711807071148,1.30448222565688,0.97077044559509,1.28882646120095,0.0430037068619188,0.121199501339358,0.274660610073933,0.681398583892272,-1.04158015151672,0.0825087422375835,1.23493975903614,0.884694439706475
"L107","L107","WBI-NRT-NCS","WBI-NRT-NCS-4",4.26322015332344,7.0937909209952,2.04636785162287,1.59617600046969,1.73834086462745,0.710200969555389,0.603488872714008,0.811195087314906,0.871638012365483,-1.48471712508697,0.303510363326457,1.53012048192771,0.798958690046365
"L19","L19","CGF-MON-PRO","CGF-MON-PRO-3",2.90452931730441,6.0937909209952,2.14528593508501,1.24839198825467,1.8867787525791,1.04300370686192,0.738981247958152,0.901833584724613,0.709030665344141,-1.21066866037135,-0.069274787802751,1.28313253012048,0.884694439706475
